model,group,case,variant,target,replacement,sentence_sim,contextual_span_sim,isolated_phrase_sim,changed_sentence
mSBERT,idiomatic_nc,cold feet,component,cold feet,feet,0.9159163236618042,0.7658362984657288,0.7658362984657288,The sudden audit gave the manager feet before the launch.
mSBERT,idiomatic_nc,cold feet,word_by_word,cold feet,chilly legs,0.9010700583457948,0.6684649586677551,0.6684649586677551,The sudden audit gave the manager chilly legs before the launch.
mSBERT,idiomatic_nc,cold feet,random,cold feet,garden invoice,0.7417951226234436,0.1841263473033905,0.1841263473033905,The sudden audit gave the manager garden invoice before the launch.
mSBERT,idiomatic_nc,white elephant,synonym,white elephant,burden,0.7057104110717773,0.1363866329193115,0.1363866329193115,The abandoned stadium became a burden for the city.
mSBERT,idiomatic_nc,white elephant,component,white elephant,elephant,0.9127402305603028,0.8224281072616577,0.8224281072616577,The abandoned stadium became a elephant for the city.
mSBERT,idiomatic_nc,white elephant,word_by_word,white elephant,pale animal,0.7877333164215088,0.5164105892181396,0.5164105892181396,The abandoned stadium became a pale animal for the city.
mSBERT,idiomatic_nc,white elephant,random,white elephant,kitchen policy,0.5776941180229187,0.0257503017783164,0.0257503017783164,The abandoned stadium became a kitchen policy for the city.
mSBERT,idiomatic_nc,red tape,synonym,red tape,bureaucracy,0.8052374720573425,0.1972885578870773,0.1972885578870773,The permit was delayed by bureaucracy at the ministry.
mSBERT,idiomatic_nc,red tape,component,red tape,tape,0.8928773403167725,0.6898747086524963,0.6898747086524963,The permit was delayed by tape at the ministry.
mSBERT,idiomatic_nc,red tape,word_by_word,red tape,crimson ribbon,0.8511221408843994,0.6263130903244019,0.6263130903244019,The permit was delayed by crimson ribbon at the ministry.
mSBERT,idiomatic_nc,red tape,random,red tape,ocean doorway,0.6777123808860779,0.1515508294105529,0.1515508294105529,The permit was delayed by ocean doorway at the ministry.
mSBERT,idiomatic_nc,dark horse,synonym,dark horse,unexpected contender,0.7022373676300049,0.1867436468601226,0.1867436468601226,A unexpected contender won the final round of the tournament.
mSBERT,idiomatic_nc,dark horse,component,dark horse,horse,0.9047613143920898,0.7755700945854187,0.7755700945854187,A horse won the final round of the tournament.
mSBERT,idiomatic_nc,dark horse,word_by_word,dark horse,shadowy animal,0.7943435311317444,0.581845760345459,0.581845760345459,A shadowy animal won the final round of the tournament.
mSBERT,idiomatic_nc,dark horse,random,dark horse,library candle,0.6032019853591919,0.2436659634113311,0.2436659634113311,A library candle won the final round of the tournament.
mSBERT,idiomatic_nc,black sheep,synonym,black sheep,outcast,0.8225119709968567,0.1703818142414093,0.1703818142414093,After the scandal Omar was the outcast of the board.
mSBERT,idiomatic_nc,black sheep,component,black sheep,sheep,0.9021226167678832,0.7732805013656616,0.7732805013656616,After the scandal Omar was the sheep of the board.
mSBERT,idiomatic_nc,black sheep,word_by_word,black sheep,dark animal,0.9020888209342957,0.6334710121154785,0.6334710121154785,After the scandal Omar was the dark animal of the board.
mSBERT,idiomatic_nc,black sheep,random,black sheep,museum ticket,0.6483907103538513,0.1096986532211303,0.1096986532211303,After the scandal Omar was the museum ticket of the board.
mSBERT,idiomatic_nc,silver lining,synonym,silver lining,hopeful aspect,0.8278273344039917,0.2383063733577728,0.2383063733577728,The grant rejection had a hopeful aspect for the startup.
mSBERT,idiomatic_nc,silver lining,component,silver lining,lining,0.956382691860199,0.6411433815956116,0.6411433815956116,The grant rejection had a lining for the startup.
mSBERT,idiomatic_nc,silver lining,word_by_word,silver lining,metallic edge,0.8116666078567505,0.4998734593391418,0.4998734593391418,The grant rejection had a metallic edge for the startup.
mSBERT,idiomatic_nc,silver lining,random,silver lining,desert violin,0.7029806971549988,0.2952965199947357,0.2952965199947357,The grant rejection had a desert violin for the startup.
mSBERT,idiomatic_nc,ivory tower,synonym,ivory tower,academic isolation,0.6652207970619202,0.1157370582222938,0.1157370582222938,The report criticized the academic isolation at the institute.
mSBERT,idiomatic_nc,ivory tower,component,ivory tower,tower,0.9578096866607666,0.7775486707687378,0.7775486707687378,The report criticized the tower at the institute.
mSBERT,idiomatic_nc,ivory tower,word_by_word,ivory tower,pale structure,0.7923873662948608,0.368632823228836,0.368632823228836,The report criticized the pale structure at the institute.
mSBERT,idiomatic_nc,ivory tower,random,ivory tower,market umbrella,0.6684725284576416,0.2294787168502807,0.2294787168502807,The report criticized the market umbrella at the institute.
mSBERT,idiomatic_nc,glass ceiling,synonym,glass ceiling,invisible barrier,0.6581055521965027,0.3462875783443451,0.3462875783443451,The promotion exposed the invisible barrier in the company.
mSBERT,idiomatic_nc,glass ceiling,component,glass ceiling,ceiling,0.8785786628723145,0.7732944488525391,0.7732944488525391,The promotion exposed the ceiling in the company.
mSBERT,idiomatic_nc,glass ceiling,word_by_word,glass ceiling,transparent roof,0.8010376691818237,0.6733108758926392,0.6733108758926392,The promotion exposed the transparent roof in the company.
mSBERT,idiomatic_nc,glass ceiling,random,glass ceiling,forest melody,0.5009690523147583,0.1744735091924667,0.1744735091924667,The promotion exposed the forest melody in the company.
mSBERT,idiomatic_nc,cash cow,synonym,cash cow,moneymaker,0.8058695197105408,0.5539370179176331,0.5539370179176331,The old product became a moneymaker for the firm.
mSBERT,idiomatic_nc,cash cow,component,cash cow,cow,0.920218288898468,0.7755383849143982,0.7755383849143982,The old product became a cow for the firm.
mSBERT,idiomatic_nc,cash cow,word_by_word,cash cow,money animal,0.8138286471366882,0.6189085841178894,0.6189085841178894,The old product became a money animal for the firm.
mSBERT,idiomatic_nc,cash cow,random,cash cow,airport blanket,0.5878962874412537,0.2604283690452575,0.2604283690452575,The old product became a airport blanket for the firm.
mSBERT,idiomatic_nc,loose cannon,synonym,loose cannon,unpredictable person,0.7865923643112183,0.3222884833812713,0.3222884833812713,The spokesman was a unpredictable person during the debate.
mSBERT,idiomatic_nc,loose cannon,component,loose cannon,cannon,0.9770126342773438,0.8604745268821716,0.8604745268821716,The spokesman was a cannon during the debate.
mSBERT,idiomatic_nc,loose cannon,word_by_word,loose cannon,unstable weapon,0.8335601091384888,0.5334213972091675,0.5334213972091675,The spokesman was a unstable weapon during the debate.
mSBERT,idiomatic_nc,loose cannon,random,loose cannon,velvet engine,0.7980683445930481,0.3615698218345642,0.3615698218345642,The spokesman was a velvet engine during the debate.
mSBERT,idiomatic_nc,golden handshake,synonym,golden handshake,severance payment,0.7365821599960327,0.1276024580001831,0.1276024580001831,The manager received a severance payment after the merger.
mSBERT,idiomatic_nc,golden handshake,component,golden handshake,handshake,0.8855876326560974,0.6897584199905396,0.6897584199905396,The manager received a handshake after the merger.
mSBERT,idiomatic_nc,golden handshake,word_by_word,golden handshake,valuable greeting,0.768250048160553,0.3162369728088379,0.3162369728088379,The manager received a valuable greeting after the merger.
mSBERT,idiomatic_nc,golden handshake,random,golden handshake,mountain pillow,0.6615534424781799,0.231678768992424,0.231678768992424,The manager received a mountain pillow after the merger.
mSBERT,idiomatic_nc,paper tiger,synonym,paper tiger,weak threat,0.7506824135780334,0.2060151547193527,0.2060151547193527,The threat was a weak threat in the negotiations.
mSBERT,idiomatic_nc,paper tiger,component,paper tiger,tiger,0.9105526804924012,0.7390990257263184,0.7390990257263184,The threat was a tiger in the negotiations.
mSBERT,idiomatic_nc,paper tiger,word_by_word,paper tiger,document animal,0.8605167269706726,0.5583450794219971,0.5583450794219971,The threat was a document animal in the negotiations.
mSBERT,idiomatic_nc,paper tiger,random,paper tiger,river button,0.6355233788490295,0.1805970668792724,0.1805970668792724,The threat was a river button in the negotiations.
mSBERT,idiomatic_nc,smoking gun,synonym,smoking gun,decisive evidence,0.713933527469635,0.1693369448184967,0.1693369448184967,The email became the decisive evidence in the investigation.
mSBERT,idiomatic_nc,smoking gun,component,smoking gun,gun,0.9059164524078368,0.7449976205825806,0.7449976205825806,The email became the gun in the investigation.
mSBERT,idiomatic_nc,smoking gun,word_by_word,smoking gun,burning weapon,0.8586752414703369,0.6569245457649231,0.6569245457649231,The email became the burning weapon in the investigation.
mSBERT,idiomatic_nc,smoking gun,random,smoking gun,kitchen horizon,0.6725527048110962,0.1863452941179275,0.1863452941179275,The email became the kitchen horizon in the investigation.
mSBERT,compositional_nc,economic aid,synonym,economic aid,financial assistance,0.8762770891189575,0.6837964653968811,0.6837964653968811,The committee approved financial assistance for the region after the storm.
mSBERT,compositional_nc,economic aid,component,economic aid,aid,0.9079041481018066,0.7152019739151001,0.7152019739151001,The committee approved aid for the region after the storm.
mSBERT,compositional_nc,economic aid,word_by_word,economic aid,budgetary assistance,0.8805440664291382,0.722678542137146,0.722678542137146,The committee approved budgetary assistance for the region after the storm.
mSBERT,compositional_nc,economic aid,random,economic aid,kitchen table,0.7124093770980835,0.1226361095905304,0.1226361095905304,The committee approved kitchen table for the region after the storm.
mSBERT,compositional_nc,research lab,synonym,research lab,research facility,0.9564644694328308,0.8074634671211243,0.8074634671211243,The students joined a research facility during the summer program.
mSBERT,compositional_nc,research lab,component,research lab,lab,0.9606751203536988,0.4951547980308532,0.4951547980308532,The students joined a lab during the summer program.
mSBERT,compositional_nc,research lab,word_by_word,research lab,investigation workplace,0.9296104907989502,0.7146071195602417,0.7146071195602417,The students joined a investigation workplace during the summer program.
mSBERT,compositional_nc,research lab,random,research lab,garden party,0.7246484756469727,0.2067231833934784,0.2067231833934784,The students joined a garden party during the summer program.
mSBERT,compositional_nc,climate policy,synonym,climate policy,environmental policy,0.901976764202118,0.7628304958343506,0.7628304958343506,The council debated environmental policy during the evening session.
mSBERT,compositional_nc,climate policy,component,climate policy,policy,0.896144449710846,0.6462321281433105,0.6462321281433105,The council debated policy during the evening session.
mSBERT,compositional_nc,climate policy,word_by_word,climate policy,weather guideline,0.8629730343818665,0.5451529622077942,0.5451529622077942,The council debated weather guideline during the evening session.
mSBERT,compositional_nc,climate policy,random,climate policy,garden spoon,0.6983832120895386,0.0739544555544853,0.0739544555544853,The council debated garden spoon during the evening session.
mSBERT,compositional_nc,medical school,synonym,medical school,medical college,0.9592496752738952,0.8789577484130859,0.8789577484130859,Her brother entered medical college after years of preparation.
mSBERT,compositional_nc,medical school,component,medical school,school,0.8865127563476562,0.6888588666915894,0.6888588666915894,Her brother entered school after years of preparation.
mSBERT,compositional_nc,medical school,word_by_word,medical school,clinical academy,0.9272148013114928,0.8158624768257141,0.8158624768257141,Her brother entered clinical academy after years of preparation.
mSBERT,compositional_nc,medical school,random,medical school,ocean mirror,0.6475401520729065,0.1659389734268188,0.1659389734268188,Her brother entered ocean mirror after years of preparation.
mSBERT,compositional_nc,mountain village,synonym,mountain village,alpine settlement,0.8427191972732544,0.6074389815330505,0.6074389815330505,The travelers reached a alpine settlement before sunset.
mSBERT,compositional_nc,mountain village,component,mountain village,village,0.8973771333694458,0.7788794040679932,0.7788794040679932,The travelers reached a village before sunset.
mSBERT,compositional_nc,mountain village,word_by_word,mountain village,hill hamlet,0.822711169719696,0.5454133152961731,0.5454133152961731,The travelers reached a hill hamlet before sunset.
mSBERT,compositional_nc,mountain village,random,mountain village,plastic thunder,0.600799024105072,0.134092628955841,0.134092628955841,The travelers reached a plastic thunder before sunset.
mSBERT,compositional_nc,solar panel,synonym,solar panel,photovoltaic module,0.830303966999054,0.5779803991317749,0.5779803991317749,The engineer installed a photovoltaic module on the roof.
mSBERT,compositional_nc,solar panel,component,solar panel,panel,0.8448089361190796,0.6421113014221191,0.6421113014221191,The engineer installed a panel on the roof.
mSBERT,compositional_nc,solar panel,word_by_word,solar panel,sun powered plate,0.9688064455986024,0.883293092250824,0.883293092250824,The engineer installed a sun powered plate on the roof.
mSBERT,compositional_nc,solar panel,random,solar panel,velvet sandwich,0.675154983997345,0.2398359626531601,0.2398359626531601,The engineer installed a velvet sandwich on the roof.
mSBERT,compositional_nc,election result,synonym,election result,vote outcome,0.9368491172790528,0.8608843684196472,0.8608843684196472,The newspaper published the vote outcome at midnight.
mSBERT,compositional_nc,election result,component,election result,result,0.8649398684501648,0.726836621761322,0.726836621761322,The newspaper published the result at midnight.
mSBERT,compositional_nc,election result,word_by_word,election result,ballot outcome,0.9541000127792358,0.9028885960578918,0.9028885960578918,The newspaper published the ballot outcome at midnight.
mSBERT,compositional_nc,election result,random,election result,kitchen river,0.5914623737335205,0.0930254608392715,0.0930254608392715,The newspaper published the kitchen river at midnight.
mSBERT,compositional_nc,airport security,synonym,airport security,aviation security,0.9117255806922911,0.8162628412246704,0.8162628412246704,The staff improved aviation security before the summit.
mSBERT,compositional_nc,airport security,component,airport security,security,0.8622938990592957,0.6723082065582275,0.6723082065582275,The staff improved security before the summit.
mSBERT,compositional_nc,airport security,word_by_word,airport security,terminal safety,0.8788321018218994,0.662296712398529,0.662296712398529,The staff improved terminal safety before the summit.
mSBERT,compositional_nc,airport security,random,airport security,forest melody,0.5479113459587097,0.1564588248729705,0.1564588248729705,The staff improved forest melody before the summit.
mSBERT,compositional_nc,language teacher,synonym,language teacher,language instructor,0.9750702381134032,0.9362794160842896,0.9362794160842896,The language instructor corrected the essays carefully.
mSBERT,compositional_nc,language teacher,component,language teacher,teacher,0.9055997133255004,0.8056064248085022,0.8056064248085022,The teacher corrected the essays carefully.
mSBERT,compositional_nc,language teacher,word_by_word,language teacher,linguistic educator,0.9305506348609924,0.855774462223053,0.855774462223053,The linguistic educator corrected the essays carefully.
mSBERT,compositional_nc,language teacher,random,language teacher,silver engine,0.5681846737861633,0.1485469937324524,0.1485469937324524,The silver engine corrected the essays carefully.
mSBERT,compositional_nc,water bottle,synonym,water bottle,drinking container,0.7857841849327087,0.6516931056976318,0.6516931056976318,She packed a drinking container for the hike.
mSBERT,compositional_nc,water bottle,component,water bottle,bottle,0.9128268361091614,0.8426095247268677,0.8426095247268677,She packed a bottle for the hike.
mSBERT,compositional_nc,water bottle,word_by_word,water bottle,liquid vessel,0.7840249538421631,0.6808102130889893,0.6808102130889893,She packed a liquid vessel for the hike.
mSBERT,compositional_nc,water bottle,random,water bottle,museum thunder,0.4888264238834381,0.1693718284368515,0.1693718284368515,She packed a museum thunder for the hike.
mSBERT,compositional_nc,history book,synonym,history book,historical volume,0.941252827644348,0.724483847618103,0.724483847618103,The student borrowed a historical volume from the library.
mSBERT,compositional_nc,history book,component,history book,book,0.8758219480514526,0.6630613207817078,0.6630613207817078,The student borrowed a book from the library.
mSBERT,compositional_nc,history book,word_by_word,history book,past chronicle,0.932414174079895,0.7009878754615784,0.7009878754615784,The student borrowed a past chronicle from the library.
mSBERT,compositional_nc,history book,random,history book,desert umbrella,0.6404774785041809,0.1131418198347091,0.1131418198347091,The student borrowed a desert umbrella from the library.
mSBERT,compositional_nc,river bridge,synonym,river bridge,waterway crossing,0.825330913066864,0.5032602548599243,0.5032602548599243,The workers repaired the waterway crossing after the flood.
mSBERT,compositional_nc,river bridge,component,river bridge,bridge,0.9644864201545716,0.8342979550361633,0.8342979550361633,The workers repaired the bridge after the flood.
mSBERT,compositional_nc,river bridge,word_by_word,river bridge,stream viaduct,0.859164297580719,0.5482859015464783,0.5482859015464783,The workers repaired the stream viaduct after the flood.
mSBERT,compositional_nc,river bridge,random,river bridge,lemon window,0.6494476199150085,0.2153370976448059,0.2153370976448059,The workers repaired the lemon window after the flood.
mSBERT,compositional_nc,hospital room,synonym,hospital room,medical chamber,0.940621554851532,0.7996512055397034,0.7996512055397034,The nurse cleaned the medical chamber before noon.
mSBERT,compositional_nc,hospital room,component,hospital room,room,0.96210914850235,0.7026766538619995,0.7026766538619995,The nurse cleaned the room before noon.
mSBERT,compositional_nc,hospital room,word_by_word,hospital room,clinic space,0.9222009181976318,0.758730411529541,0.758730411529541,The nurse cleaned the clinic space before noon.
mSBERT,compositional_nc,hospital room,random,hospital room,cloud hammer,0.7440551519393921,0.120728462934494,0.120728462934494,The nurse cleaned the cloud hammer before noon.
mSBERT,compositional_nc,village market,synonym,village market,rural marketplace,0.9764226078987122,0.8757761120796204,0.8757761120796204,The farmer visited the rural marketplace every Friday.
mSBERT,compositional_nc,village market,component,village market,market,0.9469000101089478,0.760341227054596,0.760341227054596,The farmer visited the market every Friday.
mSBERT,compositional_nc,village market,word_by_word,village market,hamlet bazaar,0.8270609974861145,0.4007213115692138,0.4007213115692138,The farmer visited the hamlet bazaar every Friday.
mSBERT,compositional_nc,village market,random,village market,iron ocean,0.7044777274131775,0.1564646661281585,0.1564646661281585,The farmer visited the iron ocean every Friday.
mSBERT,compositional_nc,data center,synonym,data center,computing facility,0.7284342646598816,0.3292995095252991,0.3292995095252991,The company expanded the computing facility near the campus.
mSBERT,compositional_nc,data center,component,data center,center,0.8985149264335632,0.7750589847564697,0.7750589847564697,The company expanded the center near the campus.
mSBERT,compositional_nc,data center,word_by_word,data center,information hub,0.835195004940033,0.4904362261295318,0.4904362261295318,The company expanded the information hub near the campus.
mSBERT,compositional_nc,data center,random,data center,velvet forest,0.6832752823829651,0.1298981606960296,0.1298981606960296,The company expanded the velvet forest near the campus.
mSBERT,compositional_nc,music festival,synonym,music festival,concert event,0.9267775416374208,0.7889442443847656,0.7889442443847656,The town hosted a concert event in July.
mSBERT,compositional_nc,music festival,component,music festival,festival,0.9202792644500732,0.827665388584137,0.827665388584137,The town hosted a festival in July.
mSBERT,compositional_nc,music festival,word_by_word,music festival,melody celebration,0.9005782008171082,0.704975426197052,0.704975426197052,The town hosted a melody celebration in July.
mSBERT,compositional_nc,music festival,random,music festival,paper mountain,0.5729462504386902,0.107364609837532,0.107364609837532,The town hosted a paper mountain in July.
mSBERT,single_word_control,doctor,synonym,doctor,physician,0.9935147166252136,0.9790579676628112,0.9790579676628112,The physician opened the door quickly.
mSBERT,single_word_control,doctor,related,doctor,nurse,0.8353169560432434,0.6661373376846313,0.6661373376846313,The nurse opened the door quickly.
mSBERT,single_word_control,doctor,random,doctor,carpet,0.7049383521080017,0.3288349211215973,0.3288349211215973,The carpet opened the door quickly.
mSBERT,single_word_control,apple,synonym,apple,fruit,0.8897944092750549,0.7454557418823242,0.7454557418823242,She bought a fresh fruit from the market.
mSBERT,single_word_control,apple,related,apple,pear,0.859817385673523,0.5672358274459839,0.5672358274459839,She bought a fresh pear from the market.
mSBERT,single_word_control,apple,random,apple,engine,0.710749089717865,0.2587770819664001,0.2587770819664001,She bought a fresh engine from the market.
mSBERT,single_word_control,teacher,synonym,teacher,instructor,0.9514546990394592,0.8834083676338196,0.8834083676338196,The instructor explained the problem clearly.
mSBERT,single_word_control,teacher,related,teacher,professor,0.967590868473053,0.9384040236473083,0.9384040236473083,The professor explained the problem clearly.
mSBERT,single_word_control,teacher,random,teacher,mountain,0.7143945693969727,0.3481307625770569,0.3481307625770569,The mountain explained the problem clearly.
mSBERT,single_word_control,lawyer,synonym,lawyer,attorney,0.9875589609146118,0.9477902054786682,0.9477902054786682,The attorney reviewed the contract before lunch.
mSBERT,single_word_control,lawyer,related,lawyer,judge,0.9283657073974608,0.6783109903335571,0.6783109903335571,The judge reviewed the contract before lunch.
mSBERT,single_word_control,lawyer,random,lawyer,umbrella,0.8155825734138489,0.2745813727378845,0.2745813727378845,The umbrella reviewed the contract before lunch.
mSBERT,single_word_control,river,synonym,river,stream,0.956329107284546,0.7625539898872375,0.7625539898872375,The stream flooded the lower fields overnight.
mSBERT,single_word_control,river,related,river,canal,0.8948821425437927,0.6218158602714539,0.6218158602714539,The canal flooded the lower fields overnight.
mSBERT,single_word_control,river,random,river,microscope,0.7403058409690857,0.2480499148368835,0.2480499148368835,The microscope flooded the lower fields overnight.
mSBERT,single_word_control,city,synonym,city,metropolis,0.9690161943435668,0.8665457963943481,0.8665457963943481,The metropolis approved the new housing plan.
mSBERT,single_word_control,city,related,city,town,0.9954736828804016,0.9662982225418092,0.9662982225418092,The town approved the new housing plan.
mSBERT,single_word_control,city,random,city,sandwich,0.7913568615913391,0.3201459646224975,0.3201459646224975,The sandwich approved the new housing plan.
mSBERT,single_word_control,storm,synonym,storm,tempest,0.9512172937393188,0.6697523593902588,0.6697523593902588,The tempest damaged several houses near the coast.
mSBERT,single_word_control,storm,related,storm,rainstorm,0.9754652976989746,0.883524477481842,0.883524477481842,The rainstorm damaged several houses near the coast.
mSBERT,single_word_control,storm,random,storm,violin,0.7975448369979858,0.3597594201564789,0.3597594201564789,The violin damaged several houses near the coast.
mSBERT,single_word_control,idea,synonym,idea,concept,0.9735721349716188,0.8457703590393066,0.8457703590393066,The concept changed the direction of the project.
mSBERT,single_word_control,idea,related,idea,thought,0.9679250121116638,0.8144168853759766,0.8144168853759766,The thought changed the direction of the project.
mSBERT,single_word_control,idea,random,idea,hammer,0.8288483023643494,0.3974956274032593,0.3974956274032593,The hammer changed the direction of the project.
mSBERT,single_word_control,problem,synonym,problem,issue,0.9780555367469788,0.9264035224914552,0.9264035224914552,The issue delayed the final report.
mSBERT,single_word_control,problem,related,problem,question,0.9039068222045898,0.6906673312187195,0.6906673312187195,The question delayed the final report.
mSBERT,single_word_control,problem,random,problem,pillow,0.7465118169784546,0.2938986718654632,0.2938986718654632,The pillow delayed the final report.
mSBERT,single_word_control,music,synonym,music,melody,0.932399570941925,0.7919498682022095,0.7919498682022095,The melody filled the old theater.
mSBERT,single_word_control,music,related,music,song,0.919099748134613,0.7969156503677368,0.7969156503677368,The song filled the old theater.
mSBERT,single_word_control,music,random,music,staircase,0.8035563230514526,0.3114940226078033,0.3114940226078033,The staircase filled the old theater.
mSBERT,single_word_control,letter,synonym,letter,note,0.8854732513427734,0.540115237236023,0.540115237236023,The note arrived before the meeting.
mSBERT,single_word_control,letter,related,letter,message,0.9214762449264526,0.6746388077735901,0.6746388077735901,The message arrived before the meeting.
mSBERT,single_word_control,letter,random,letter,volcano,0.6328299641609192,0.2832546532154083,0.2832546532154083,The volcano arrived before the meeting.
mSBERT,single_word_control,machine,synonym,machine,device,0.8964089751243591,0.708530843257904,0.708530843257904,The device stopped during the demonstration.
mSBERT,single_word_control,machine,related,machine,apparatus,0.913477659225464,0.738349974155426,0.738349974155426,The apparatus stopped during the demonstration.
mSBERT,single_word_control,machine,random,machine,forest,0.663987398147583,0.3547269105911255,0.3547269105911255,The forest stopped during the demonstration.
mSBERT,single_word_control,road,synonym,road,street,0.9931952953338624,0.9128090143203736,0.9128090143203736,The street crossed the valley below the town.
mSBERT,single_word_control,road,related,road,highway,0.9781277775764464,0.8890738487243652,0.8890738487243652,The highway crossed the valley below the town.
mSBERT,single_word_control,road,random,road,singer,0.83528071641922,0.389868825674057,0.389868825674057,The singer crossed the valley below the town.
mSBERT,single_word_control,flower,synonym,flower,blossom,0.9944657683372498,0.9617955684661864,0.9617955684661864,The blossom bloomed beside the window.
mSBERT,single_word_control,flower,related,flower,rose,0.8622069954872131,0.6635844707489014,0.6635844707489014,The rose bloomed beside the window.
mSBERT,single_word_control,flower,random,flower,engine,0.7569248080253601,0.2603341042995453,0.2603341042995453,The engine bloomed beside the window.
mSBERT,single_word_control,ocean,synonym,ocean,sea,0.9645646810531616,0.893927276134491,0.893927276134491,The sea reflected the morning light.
mSBERT,single_word_control,ocean,related,ocean,lake,0.768261194229126,0.6208024024963379,0.6208024024963379,The lake reflected the morning light.
mSBERT,single_word_control,ocean,random,ocean,notebook,0.6805614233016968,0.2196886390447616,0.2196886390447616,The notebook reflected the morning light.
mSBERT,single_word_control,child,synonym,child,youngster,0.9089208841323853,0.7185267210006714,0.7185267210006714,The youngster solved the puzzle quickly.
mSBERT,single_word_control,child,related,child,teenager,0.8673738241195679,0.6329028010368347,0.6329028010368347,The teenager solved the puzzle quickly.
mSBERT,single_word_control,child,random,child,candle,0.7592630386352539,0.3702192008495331,0.3702192008495331,The candle solved the puzzle quickly.
mSBERT,ordinary_two_word_control,red car,synonym,red car,crimson vehicle,0.8227097392082214,0.5891976952552795,0.5891976952552795,The crimson vehicle stopped near the school gate.
mSBERT,ordinary_two_word_control,red car,component,red car,car,0.8718750476837158,0.6680198311805725,0.6680198311805725,The car stopped near the school gate.
mSBERT,ordinary_two_word_control,red car,word_by_word,red car,scarlet automobile,0.8541931509971619,0.6576853394508362,0.6576853394508362,The scarlet automobile stopped near the school gate.
mSBERT,ordinary_two_word_control,red car,random,red car,coffee spoon,0.6265429258346558,0.2117961794137954,0.2117961794137954,The coffee spoon stopped near the school gate.
mSBERT,ordinary_two_word_control,coffee cup,synonym,coffee cup,mug,0.9292709231376648,0.6087820529937744,0.6087820529937744,She placed the mug on the wooden table.
mSBERT,ordinary_two_word_control,coffee cup,component,coffee cup,cup,0.9397566318511964,0.8101412057876587,0.8101412057876587,She placed the cup on the wooden table.
mSBERT,ordinary_two_word_control,coffee cup,word_by_word,coffee cup,java container,0.7027669548988342,0.2573609352111816,0.2573609352111816,She placed the java container on the wooden table.
mSBERT,ordinary_two_word_control,coffee cup,random,coffee cup,traffic signal,0.6149993538856506,0.0863040089607238,0.0863040089607238,She placed the traffic signal on the wooden table.
mSBERT,ordinary_two_word_control,wooden chair,synonym,wooden chair,timber seat,0.9394504427909852,0.8503801822662354,0.8503801822662354,The timber seat stood beside the fireplace.
mSBERT,ordinary_two_word_control,wooden chair,component,wooden chair,chair,0.9119139909744264,0.8130674958229065,0.8130674958229065,The chair stood beside the fireplace.
mSBERT,ordinary_two_word_control,wooden chair,word_by_word,wooden chair,wood seat,0.9465193152427672,0.868974506855011,0.868974506855011,The wood seat stood beside the fireplace.
mSBERT,ordinary_two_word_control,wooden chair,random,wooden chair,silver cloud,0.5131323933601379,0.1228544116020202,0.1228544116020202,The silver cloud stood beside the fireplace.
mSBERT,ordinary_two_word_control,summer rain,synonym,summer rain,seasonal rainfall,0.9361158013343812,0.8381184935569763,0.8381184935569763,The seasonal rainfall cooled the dusty street.
mSBERT,ordinary_two_word_control,summer rain,component,summer rain,rain,0.8697338104248047,0.8019832372665405,0.8019832372665405,The rain cooled the dusty street.
mSBERT,ordinary_two_word_control,summer rain,word_by_word,summer rain,warm shower,0.7897272706031799,0.5634715557098389,0.5634715557098389,The warm shower cooled the dusty street.
mSBERT,ordinary_two_word_control,summer rain,random,summer rain,library key,0.5189421772956848,0.1294030547142028,0.1294030547142028,The library key cooled the dusty street.
mSBERT,ordinary_two_word_control,city park,synonym,city park,urban garden,0.872302234172821,0.746489942073822,0.746489942073822,The urban garden opened after the renovation.
mSBERT,ordinary_two_word_control,city park,component,city park,park,0.9251729249954224,0.8133242130279541,0.8133242130279541,The park opened after the renovation.
mSBERT,ordinary_two_word_control,city park,word_by_word,city park,municipal green,0.7552548050880432,0.523133397102356,0.523133397102356,The municipal green opened after the renovation.
mSBERT,ordinary_two_word_control,city park,random,city park,ocean pencil,0.5666176676750183,0.1430319100618362,0.1430319100618362,The ocean pencil opened after the renovation.
mSBERT,ordinary_two_word_control,glass bottle,synonym,glass bottle,transparent container,0.5380338430404663,0.3323048651218414,0.3323048651218414,The transparent container rolled under the bench.
mSBERT,ordinary_two_word_control,glass bottle,component,glass bottle,bottle,0.929004430770874,0.8805263638496399,0.8805263638496399,The bottle rolled under the bench.
mSBERT,ordinary_two_word_control,glass bottle,word_by_word,glass bottle,crystal vessel,0.664580762386322,0.5182128548622131,0.5182128548622131,The crystal vessel rolled under the bench.
mSBERT,ordinary_two_word_control,glass bottle,random,glass bottle,mountain ticket,0.4947410225868225,0.1865194141864776,0.1865194141864776,The mountain ticket rolled under the bench.
mSBERT,ordinary_two_word_control,school bus,synonym,school bus,student transport,0.8304728865623474,0.5883124470710754,0.5883124470710754,The student transport waited outside the museum.
mSBERT,ordinary_two_word_control,school bus,component,school bus,bus,0.9327131509780884,0.7744684815406799,0.7744684815406799,The bus waited outside the museum.
mSBERT,ordinary_two_word_control,school bus,word_by_word,school bus,education coach,0.8131668567657471,0.4959107935428619,0.4959107935428619,The education coach waited outside the museum.
mSBERT,ordinary_two_word_control,school bus,random,school bus,kitchen moon,0.6013571619987488,0.1877388060092926,0.1877388060092926,The kitchen moon waited outside the museum.
