id,language,canonical_form,modifier,head,gold_class,gold_score,score_status,slot,family,original_sentence,target_surface,span,p_syn,p_comp,p_words_syn,p_rand,source_file,source_url
EN-REF-015,EN,bank account,bank,account,C,4.73,human_type_score,S2,naturalistic,"away holiday autos and put ?? 50 m , ?? 100 m , in my bank account i would be very , very upset . ??? ?? ?? that ????? ?? s",bank account,"[15, 17]",bank fund,account || bank,fund record || slope history || slope chronicle || incline history || incline chronicle,technical position || spring event || spiritual event || highest casualty || conditional character,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-015,EN,bank account,bank,account,C,4.73,human_type_score,S3,naturalistic,". "" more and more malware is being written by criminals , designed to steal bank account information from innocent computer users , "" continued cluley . "" all internet users need",bank account,"[15, 17]",bank fund,account || bank,fund record || slope history || slope chronicle || incline history || incline chronicle,technical position || spring event || spiritual event || highest casualty || conditional character,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-015,EN,bank account,bank,account,C,4.73,human_type_score,N1,neutral,This is a bank account,bank account,"[3, 5]",bank fund,account || bank,fund record || slope history || slope chronicle || incline history || incline chronicle,technical position || spring event || spiritual event || highest casualty || conditional character,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-015,EN,bank account,bank,account,C,4.73,human_type_score,N2,neutral,These are bank accounts,bank accounts,"[2, 4]",checking accounts,accounts,fund records,technical position || spring event || spiritual event || highest casualty || conditional character,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-016,EN,bankruptcy proceeding,bankruptcy,proceeding,C,4.78,human_type_score,S1,naturalistic,the official receivers costs take priority over sums due to a trustee in the bankruptcy proceedings .,bankruptcy proceedings,"[14, 16]",court cases,proceedings || bankruptcy,default actions || insolvency adoptions || insolvency appeals || insolvency foreclosures || insolvency hearings,musket wound || verbal spat || offshore mooring || armoured citadel || skilful midfielder,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-016,EN,bankruptcy proceeding,bankruptcy,proceeding,C,4.78,human_type_score,S2,naturalistic,geoffrey richmond was today the subject of bankruptcy proceedings at leeds crown court with debts of around ? 3 . 3 million following the collapse of a business .,bankruptcy proceedings,"[7, 9]",court cases,proceedings || bankruptcy,default actions || insolvency adoptions || insolvency appeals || insolvency foreclosures || insolvency hearings,musket wound || verbal spat || offshore mooring || armoured citadel || skilful midfielder,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-016,EN,bankruptcy proceeding,bankruptcy,proceeding,C,4.78,human_type_score,S3,naturalistic,they are aware that funds / assets in the bankruptcy proceedings cannot be made available for the payment of their fees .,bankruptcy proceedings,"[9, 11]",court cases,proceedings || bankruptcy,default actions || insolvency adoptions || insolvency appeals || insolvency foreclosures || insolvency hearings,musket wound || verbal spat || offshore mooring || armoured citadel || skilful midfielder,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-016,EN,bankruptcy proceeding,bankruptcy,proceeding,C,4.78,human_type_score,N1,neutral,This is a bankruptcy proceeding,bankruptcy proceeding,"[3, 5]",court case,proceeding || bankruptcy,default action || insolvency adoption || insolvency appeal || insolvency foreclosure || insolvency hearing,musket wound || verbal spat || offshore mooring || armoured citadel || skilful midfielder,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-016,EN,bankruptcy proceeding,bankruptcy,proceeding,C,4.78,human_type_score,N2,neutral,These are bankruptcy proceedings,bankruptcy proceedings,"[2, 4]",bankruptcy hearing,proceedings,default actions,musket wound || verbal spat || offshore mooring || armoured citadel || skilful midfielder,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-017,EN,basket case,basket,case,I,0.42,human_type_score,S1,naturalistic,"now iraq is a basket case , the us is all but defeated by the resistance , and the threat of islamist terrorism is greater than ever .",basket case,"[4, 6]",crazy person,case || basket,crate bag || container instance || container example || containerful instance || containerful example,scandalous condition || alternative framework || available weapon || mile bypass || random thing,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-017,EN,basket case,basket,case,I,0.42,human_type_score,S2,naturalistic,"i ' d forgotten what a basket case i am at the end of pregnancy ( mind you , last time i was for the whole 9 months !",basket case,"[6, 8]",crazy person,case || basket,crate bag || container instance || container example || containerful instance || containerful example,scandalous condition || alternative framework || available weapon || mile bypass || random thing,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-017,EN,basket case,basket,case,I,0.42,human_type_score,S3,naturalistic,"africa , in other words , is a basket case , there just to be exploited economically and militarily .",basket case,"[8, 10]",crazy person,case || basket,crate bag || container instance || container example || containerful instance || containerful example,scandalous condition || alternative framework || available weapon || mile bypass || random thing,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-017,EN,basket case,basket,case,I,0.42,human_type_score,N1,neutral,This is a basket case,basket case,"[3, 5]",crazy person,case || basket,crate bag || container instance || container example || containerful instance || containerful example,scandalous condition || alternative framework || available weapon || mile bypass || random thing,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-017,EN,basket case,basket,case,I,0.42,human_type_score,N2,neutral,These are basket cases,basket cases,"[2, 4]",mess,cases,crate bags,scandalous condition || alternative framework || available weapon || mile bypass || random thing,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-018,EN,beauty sleep,beauty,sleep,PC,2.96,human_type_score,S1,naturalistic,"he obviously felt deprived of his beauty sleep , and had bags under his eyes .",beauty sleep,"[6, 8]",nap,sleep || beauty,charm dream || smasher slumber || smasher sopor || stunner slumber || stunner sopor,theatrical fraternity || grey shark || commonwealth citizenship || fear reduction || metric quantity,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-018,EN,beauty sleep,beauty,sleep,PC,2.96,human_type_score,S2,naturalistic,get into the habit or regularly exfoliating your skin and drinking lots of water and making sure you get your beauty sleep .,beauty sleep,"[20, 22]",nap,sleep || beauty,charm dream || smasher slumber || smasher sopor || stunner slumber || stunner sopor,theatrical fraternity || grey shark || commonwealth citizenship || fear reduction || metric quantity,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-018,EN,beauty sleep,beauty,sleep,PC,2.96,human_type_score,S3,naturalistic,dudley awoke from his beauty sleep with a ferocious appetite .,beauty sleep,"[4, 6]",nap,sleep || beauty,charm dream || smasher slumber || smasher sopor || stunner slumber || stunner sopor,theatrical fraternity || grey shark || commonwealth citizenship || fear reduction || metric quantity,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-018,EN,beauty sleep,beauty,sleep,PC,2.96,human_type_score,N1,neutral,This is a beauty sleep,beauty sleep,"[3, 5]",nap,sleep || beauty,charm dream || smasher slumber || smasher sopor || stunner slumber || stunner sopor,theatrical fraternity || grey shark || commonwealth citizenship || fear reduction || metric quantity,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-018,EN,beauty sleep,beauty,sleep,PC,2.96,human_type_score,N2,neutral,These are beauty sleeps,beauty sleeps,"[2, 4]",rests,sleeps,charm dreams,theatrical fraternity || grey shark || commonwealth citizenship || fear reduction || metric quantity,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-019,EN,benign tumour,benign,tumour,C,4.69,human_type_score,S1,naturalistic,prince came onboard to have a large benign tumour removed from his head .,benign tumour,"[7, 9]",noncancerous tumour,tumour || benign,benevolent carcinoma || kindly neoplasm || kindly angioma || kind neoplasm || kind angioma,urine osmolality || undesirable foreigner || fancy cancel || senegalese sprinter || namesake avenue,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-019,EN,benign tumour,benign,tumour,C,4.69,human_type_score,S2,naturalistic,we were told at that time it was a slow growing benign tumour and to watch and wait .,benign tumour,"[11, 13]",noncancerous tumour,tumour || benign,benevolent carcinoma || kindly neoplasm || kindly angioma || kind neoplasm || kind angioma,urine osmolality || undesirable foreigner || fancy cancel || senegalese sprinter || namesake avenue,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-019,EN,benign tumour,benign,tumour,C,4.69,human_type_score,S3,naturalistic,completely benign tumour is oncocytoma ( it represents about 5 % of all kidney tumors ) .,benign tumour,"[1, 3]",noncancerous tumour,tumour || benign,benevolent carcinoma || kindly neoplasm || kindly angioma || kind neoplasm || kind angioma,urine osmolality || undesirable foreigner || fancy cancel || senegalese sprinter || namesake avenue,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
